Fstat_Species	Anova_Species	AnovaAdj_Species
AICDA	3.10305014602763	0.0606404663385632	1
AIDA	11.5879812912381	0.00021542105891704	1
AIF1	1.89156243363118	0.169613384804533	1
AIF1L	5.74720714914578	0.00810425228272938	1
AIFM2	23.3965875144792	1.0620497528375e-06	0.0143174927180023
AIFM3	3.37846552850917	0.0484878050193964	1
AIG1	26.443072923154	3.54792514628158e-07	0.0047829578897022
AIM2	22.1178272550448	1.72858153017375e-06	0.0233030076082723
AIMP1	83.0409910343081	1.69207409137014e-12	2.28108508257608e-08
AIMP2	4.95756873938263	0.0143494596689474	1
AIP	6.03749059471076	0.0066067193460933	1
AIPL1	0.135278673827507	0.874039883577532	1
AIRE	11.6245195558418	0.000211160295038805	1
AJUBA	2.97440548014522	0.0674013332991532	1
AK1	18.7481189793209	6.81057006726723e-06	0.0918132950768295
AK2	51.4936626229629	4.15913103643455e-10	5.60692455021741e-06
AK3	21.335160613288	2.34905682962321e-06	0.0316676351201505
AK5	192.892314132	4.22057378599997e-17	5.68975552090655e-13
AK7	7.47107710096685	0.00251095459268087	1
AK8	5.42540240802948	0.0102002815744026	1
AK9	180.036863932705	1.03612712573761e-16	1.39680297820688e-12
AKAP1	16.9652579912992	1.49123696695707e-05	0.201033655515483
AKAP10	11.247335141505	0.000259881203180998	1
AKAP11	25.575400070832	4.80660136290872e-07	0.00647977929733725
AKAP12	8.21920367674274	0.00155451042596477	1
AKAP13	12.0204528547086	0.000170366652525678	1
AKAP2	6.98504602608094	0.00345982023544031	1
AKAP3	52.4694122347912	3.38132379534097e-10	4.55836260849917e-06
AKAP5	0.0508417890790875	0.950516560220001	1
AKAP6	62.2545890848666	4.94388895825537e-11	6.66485670462407e-07
AKAP7	6.34159401602987	0.00535060323303425	1
AKAP8	6.6175138145414	0.00443082278424538	1
AKAP9	14.1260027200699	5.73165837955856e-05	0.772684866148289
AKIRIN1	0.189478069299634	0.828442944819488	1
AKIRIN2	3.69298322448327	0.0377205120156821	1
AKNA	17.8957157238664	9.85234411765486e-06	0.132819451050105
AKNAD1	8.08361053620564	0.00169360211856712	1
AKR1B1	1.46034384997767	0.249301227698383	1
AKR1B10	15.9925193883193	2.33137010754282e-05	0.314292004197848
AKR1C3	5.89378667344399	0.00730715142903258	1
AKR1C4	5.4509485875925	0.0100143207280279	1
AKR1D1	0.526679827474814	0.596298057218673	1
AKR1E2	1.86090795845305	0.174260867167515	1
AKR7A2	5.61724532363284	0.00888914877339493	1
AKR7A3	5.04536078030019	0.0134506615013209	1
AKT1	44.757973921713	1.90045298246717e-09	2.56200066566399e-05
AKT2	86.2388610765375	1.07469881554603e-12	1.44880147323761e-08
AKT3	15.0909768618936	3.5741784405598e-05	0.481834995571867
AKTIP	16.7189398377737	1.66765178283848e-05	0.224816136844456
AL358113.1	6.06202936253602	0.0064944807765164	1
AL359736.1	6.06202936253602	0.0064944807765164	1
AL645922.1	6.06202936253602	0.0064944807765164	1
ALAD	3.28111139942747	0.0524552694491332	1
ALAS1	2.43440480819158	0.105983138604239	1
ALB	3.97268109901456	0.0302839375390052	1
ALCAM	60.3605564273076	7.03065305958737e-11	9.47802338962973e-07
ALDH16A1	6.88308123855361	0.00370397808158303	1
ALDH18A1	2.87999166461251	0.0728754601206131	1
ALDH1A1	1.89291142219088	0.169411941254214	1
ALDH1A2	3.62642219796215	0.0397643733015643	1
ALDH1A3	7.56317182847247	0.00236491474255403	1
ALDH1B1	8.90341175012027	0.00101669331696213	1
ALDH1L1	24.2199259541468	7.82951248217647e-07	0.0105549657772221
ALDH1L2	5.06538744977116	0.0132542025296439	1
ALDH2	1.94906591494613	0.161249716081597	1
ALDH3A1	5.56007464309007	0.0092598806858689	1
ALDH3A2	7.93376333921321	0.00186298069484508	1
ALDH3B1	62.2542149096782	4.94422860051942e-11	6.66531457636024e-07
ALDH4A1	1.75989741422546	0.190565857097246	1
ALDH5A1	8.86677812477402	0.00103973534958008	1
ALDH6A1	15.6997379348935	2.67458163819739e-05	0.36056035064539
ALDH7A1	43.9356548216006	2.3149926681936e-09	3.12084161599179e-05
ALDH8A1	2.57680280513462	0.0939251078821691	1
ALDOB	1.30780642391256	0.286425075308384	1
ALDOC	22.4527709450992	1.51902473691455e-06	0.0204779724783451
ALG1	6.58429594936219	0.00453198284727763	1
ALG10	15.6260566820115	2.76922732111187e-05	0.373319535159091
ALG10B	7.2521810069971	0.00289830050780049	1
ALG11	3.01487436826773	0.0651913605241729	1
ALG12	3.8130459944796	0.0343129335753312	1
ALG2	3.6251127395784	0.0398057534186336	1
ALG3	19.7543180736108	4.45842802789061e-06	0.0601040682439933
ALG5	4.18085532447785	0.0257746126299559	1
ALG6	3.10033120008711	0.0607755912787695	1
ALG8	0.0276981751364712	0.972708518446453	1
ALG9	23.8049755690574	9.12235638929527e-07	0.0122978486484089
ALK	28.0247971778704	2.07354628531454e-07	0.00279534774723254
ALKBH1	0.469488977467432	0.630155590115482	1
ALKBH2	17.4541460604368	1.19757276684505e-05	0.161444784698381
ALKBH4	1.75231078241423	0.191854812608445	1
ALKBH6	3.01210204868915	0.0653402498200567	1
ALKBH7	0.640834565881463	0.534405393474575	1
ALKBH8	12.2207301945237	0.000153026115848948	1
ALLC	3.58936579518912	0.0409534005392394	1
ALMS1	6.23898264061707	0.00574316123476792	1
ALOX12	0.25788162685342	0.774501802772703	1
ALOX12B	0.901778172248258	0.417310373578746	1
ALOX15	1.16362239602467	0.32700247824206	1
ALOX15B	0.693447155002147	0.508230546728608	1
ALOX5	11.5969001201791	0.000214372595429927	1
ALOX5AP	3.88953507818362	0.0323151177424363	1
ALOXE3	1.06945075770213	0.356803057879026	1
ALPI	6.04984743700981	0.00654994248857679	1
ALPK1	8.77036198203049	0.00110309626468831	1
ALPK2	1.13177203070048	0.336771586499778	1
ALPK3	52.9009747121539	3.08843358057607e-10	4.16351730997459e-06
ALPL	1.61611919728013	0.216655084426055	1
ALPP	3.20288605447163	0.0558951493716708	1
ALS2	15.2415173345112	3.32501676479542e-05	0.44824551006207
ALS2CL	2.07123085754135	0.144912064853685	1
ALS2CR12	28.5775035372788	1.72691033143681e-07	0.00232804781780997
ALYREF	5.27055523446769	0.0114096758896777	1
AMACR	16.9548980337489	1.49823938931794e-05	0.201977652073951
AMBN	6.06202936253602	0.0064944807765164	1
AMBP	6.06202936253602	0.0064944807765164	1
AMBRA1	79.4812195481621	2.8552972438866e-12	3.84922621448353e-08
AMD1	9.34687249395637	0.000777303349041139	1
AMDHD1	0.768019704158921	0.473457298323272	1
AMDHD2	17.2640995747056	1.30361559132699e-05	0.175740417866791
AMER2	28.0513411931677	2.05529693211792e-07	0.00277074579418817
AMER3	1.80218778115633	0.183548755007812	1
AMFR	8.97772074698774	0.000971617303657416	1
AMHR2	3.69374360536033	0.0376978240392838	1
AMIGO1	4.65571122500787	0.0179649970794284	1
AMIGO2	4.63633663117686	0.0182282445898945	1
AMIGO3	6.06202936253602	0.0064944807765164	1
AMMECR1L	6.12923845370441	0.00619740210079972	1
AMN	19.4002867527885	5.16761040473055e-06	0.0696645558661726
AMN1	2.47391717941065	0.10247931254997	1
AMOTL1	30.2911270279145	9.93935630217577e-08	0.00133992462309631
