Gene	Class
CNTNAP3	Primate_Decel
COL4A2	Primate_Decel
CPEB1	Primate_Decel
CTCF	Primate_Decel
DACT2	Primate_Decel
DAG1	Primate_Decel
DCDC2B	Primate_Decel
DMXL2	Primate_Decel
DNAJB13	Primate_Decel
DSC3	Primate_Decel
DUSP4	Primate_Decel
ECI2	Primate_Decel
EIF2B2	Primate_Decel
EME1	Primate_Decel
EMILIN1	Primate_Decel
EPC1	Primate_Decel
EPHA5	Primate_Decel
ESCO1	Primate_Decel
EVPL	Primate_Decel
EXOSC4	Primate_Decel
FAM208B	Primate_Decel
FAM214A	Primate_Decel
FAT2	Primate_Decel
FBXL6	Primate_Decel
GEMIN4	Primate_Decel
GNPAT	Primate_Decel
GPR83	Primate_Decel
GREB1L	Primate_Decel
GUCY2D	Primate_Decel
HLA-E	Primate_Decel
HMCN1	Primate_Decel
HPS5	Primate_Decel
HSPBAP1	Primate_Decel
IGDCC4	Primate_Decel
IL4R	Primate_Decel
IPO4	Primate_Decel
IQCC	Primate_Decel
IRAK3	Primate_Decel
ITPKB	Primate_Decel
KCNA1	Primate_Decel
KCNA3	Primate_Decel
KIAA0232	Primate_Decel
KIF26A	Primate_Decel
KLK1	Primate_Decel
LACC1	Primate_Decel
LAMB2	Primate_Decel
LIMK2	Primate_Decel
LITAF	Primate_Decel
LOXL3	Primate_Decel
LRRC4	Primate_Decel
LRRC53	Primate_Decel
MBIP	Primate_Decel
MCM2	Primate_Decel
METTL18	Primate_Decel
MLLT10	Primate_Decel
MPDU1	Primate_Decel
NANP	Primate_Decel
NBPF4	Primate_Decel
NDUFA8	Primate_Decel
NECAP1	Primate_Decel
NET1	Primate_Decel
NETO2	Primate_Decel
NFE2L3	Primate_Decel
NIPBL	Primate_Decel
NR1I3	Primate_Decel
NR4A2	Primate_Decel
OCEL1	Primate_Decel
OPLAH	Primate_Decel
PARP4	Primate_Decel
PBLD	Primate_Decel
PCDH1	Primate_Decel
PCDH9	Primate_Decel
PCSK1	Primate_Decel
PLVAP	Primate_Decel
PLXNC1	Primate_Decel
PNPLA3	Primate_Decel
PNRC1	Primate_Decel
PRSS55	Primate_Decel
PTCH1	Primate_Decel
PTPRB	Primate_Decel
RASGEF1C	Primate_Decel
RBM38	Primate_Decel
RESP18	Primate_Decel
RGS22	Primate_Decel
