Gene	Class
NCBP1	Hsap_UpReg
NCOR1	Hsap_UpReg
NEBL	Hsap_UpReg
NEFH	Hsap_UpReg
NEMF	Hsap_UpReg
NICN1	Hsap_UpReg
NLK	Hsap_UpReg
NOC2L	Hsap_UpReg
NOP14	Hsap_UpReg
NRXN3	Hsap_UpReg
NSUN6	Hsap_UpReg
NUCKS1	Hsap_UpReg
NUP43	Hsap_UpReg
NVL	Hsap_UpReg
OARD1	Hsap_UpReg
OS9	Hsap_UpReg
OXCT1	Hsap_UpReg
PACSIN2	Hsap_UpReg
PALLD	Hsap_UpReg
PAXBP1	Hsap_UpReg
PAXIP1	Hsap_UpReg
PCM1	Hsap_UpReg
PCNT	Hsap_UpReg
PCSK5	Hsap_UpReg
PCSK7	Hsap_UpReg
PDCD7	Hsap_UpReg
PDE8B	Hsap_UpReg
PELP1	Hsap_UpReg
PES1	Hsap_UpReg
PFDN4	Hsap_UpReg
PFKL	Hsap_UpReg
PGPEP1	Hsap_UpReg
PHF20	Hsap_UpReg
PIBF1	Hsap_UpReg
PLCB1	Hsap_UpReg
PLCB3	Hsap_UpReg
PNISR	Hsap_UpReg
POLR3GL	Hsap_UpReg
PON2	Hsap_UpReg
POR	Hsap_UpReg
PPFIA1	Hsap_UpReg
PPIG	Hsap_UpReg
PPP1R12A	Hsap_UpReg
PPP1R21	Hsap_UpReg
PPP3CA	Hsap_UpReg
PPWD1	Hsap_UpReg
PRC1	Hsap_UpReg
PRDX6	Hsap_UpReg
PRKAR1A	Hsap_UpReg
PRPF31	Hsap_UpReg
PRPF38B	Hsap_UpReg
PRPF6	Hsap_UpReg
PRPSAP2	Hsap_UpReg
PRRC2C	Hsap_UpReg
PSIP1	Hsap_UpReg
PSMC3	Hsap_UpReg
PTCD3	Hsap_UpReg
PTN	Hsap_UpReg
PTPRM	Hsap_UpReg
RAD21	Hsap_UpReg
RANGAP1	Hsap_UpReg
RASGEF1B	Hsap_UpReg
RASSF4	Hsap_UpReg
RBM17	Hsap_UpReg
RBM25	Hsap_UpReg
RBM27	Hsap_UpReg
RBM39	Hsap_UpReg
RHOBTB1	Hsap_UpReg
ROCK1	Hsap_UpReg
RSRC1	Hsap_UpReg
RSRC2	Hsap_UpReg
RTF1	Hsap_UpReg
RUFY1	Hsap_UpReg
RYR2	Hsap_UpReg
SAFB2	Hsap_UpReg
SART1	Hsap_UpReg
SART3	Hsap_UpReg
SASH1	Hsap_UpReg
SCLT1	Hsap_UpReg
SEC62	Hsap_UpReg
SETD4	Hsap_UpReg
SF3A3	Hsap_UpReg
SFPQ	Hsap_UpReg
SFSWAP	Hsap_UpReg
SGIP1	Hsap_UpReg
SHPRH	Hsap_UpReg
SIL1	Hsap_UpReg
SLC4A1AP	Hsap_UpReg
SLC6A15	Hsap_UpReg
SLCO1A2	Hsap_UpReg
SMARCA4	Hsap_UpReg
SMARCA5	Hsap_UpReg
SMARCC1	Hsap_UpReg
SMARCC2	Hsap_UpReg
SMIM14	Hsap_UpReg
SNAP25	Hsap_UpReg
SNW1	Hsap_UpReg
SOGA3	Hsap_UpReg
SOX5	Hsap_UpReg
SOX9	Hsap_UpReg
SPARC	Hsap_UpReg
SPG7	Hsap_UpReg
SPIRE2	Hsap_UpReg
SREK1	Hsap_UpReg
SRFBP1	Hsap_UpReg
SRPK2	Hsap_UpReg
SRRT	Hsap_UpReg
SRSF11	Hsap_UpReg
SSRP1	Hsap_UpReg
STAG1	Hsap_UpReg
SUPT5H	Hsap_UpReg
SUPT6H	Hsap_UpReg
TAF3	Hsap_UpReg
TATDN3	Hsap_UpReg
TBC1D15	Hsap_UpReg
TCF12	Hsap_UpReg
TCF25	Hsap_UpReg
TCHP	Hsap_UpReg
TCOF1	Hsap_UpReg
TDRD3	Hsap_UpReg
TEAD1	Hsap_UpReg
TFIP11	Hsap_UpReg
TGS1	Hsap_UpReg
THAP6	Hsap_UpReg
THOC1	Hsap_UpReg
THOC5	Hsap_UpReg
TIAM1	Hsap_UpReg
TIMELESS	Hsap_UpReg
TMEM150C	Hsap_UpReg
TMOD2	Hsap_UpReg
TNS1	Hsap_UpReg
TOP1	Hsap_UpReg
TOP2B	Hsap_UpReg
