Gene	Class
NCBP1	Hsap_UpReg
NCOR1	Hsap_UpReg
NEBL	Hsap_UpReg
NEFH	Hsap_UpReg
NEMF	Hsap_UpReg
NICN1	Hsap_UpReg
NLK	Hsap_UpReg
NOC2L	Hsap_UpReg
NOP14	Hsap_UpReg
NRXN3	Hsap_UpReg
NSUN6	Hsap_UpReg
NUCKS1	Hsap_UpReg
NUP43	Hsap_UpReg
NVL	Hsap_UpReg
OARD1	Hsap_UpReg
OS9	Hsap_UpReg
OXCT1	Hsap_UpReg
PACSIN2	Hsap_UpReg
PALLD	Hsap_UpReg
PAXBP1	Hsap_UpReg
PAXIP1	Hsap_UpReg
PCM1	Hsap_UpReg
PCNT	Hsap_UpReg
PCSK5	Hsap_UpReg
PCSK7	Hsap_UpReg
PDCD7	Hsap_UpReg
PDE8B	Hsap_UpReg
PELP1	Hsap_UpReg
PES1	Hsap_UpReg
PFDN4	Hsap_UpReg
PFKL	Hsap_UpReg
PGPEP1	Hsap_UpReg
PHF20	Hsap_UpReg
PIBF1	Hsap_UpReg
PLCB1	Hsap_UpReg
PLCB3	Hsap_UpReg
PNISR	Hsap_UpReg
POLR3GL	Hsap_UpReg
PON2	Hsap_UpReg
POR	Hsap_UpReg
PPFIA1	Hsap_UpReg
PPIG	Hsap_UpReg
PPP1R12A	Hsap_UpReg
PPP1R21	Hsap_UpReg
PPP3CA	Hsap_UpReg
PPWD1	Hsap_UpReg
PRC1	Hsap_UpReg
PRDX6	Hsap_UpReg
PRKAR1A	Hsap_UpReg
PRPF31	Hsap_UpReg
PRPF38B	Hsap_UpReg
PRPF6	Hsap_UpReg
PRPSAP2	Hsap_UpReg
PRRC2C	Hsap_UpReg
PSIP1	Hsap_UpReg
PSMC3	Hsap_UpReg
PTCD3	Hsap_UpReg
PTN	Hsap_UpReg
PTPRM	Hsap_UpReg
RAD21	Hsap_UpReg
RANGAP1	Hsap_UpReg
RASGEF1B	Hsap_UpReg
RASSF4	Hsap_UpReg
RBM17	Hsap_UpReg
RBM25	Hsap_UpReg
RBM27	Hsap_UpReg
RBM39	Hsap_UpReg
RHOBTB1	Hsap_UpReg
ROCK1	Hsap_UpReg
RSRC1	Hsap_UpReg
RSRC2	Hsap_UpReg
RTF1	Hsap_UpReg
RUFY1	Hsap_UpReg
RYR2	Hsap_UpReg
SAFB2	Hsap_UpReg
SART1	Hsap_UpReg
SART3	Hsap_UpReg
SASH1	Hsap_UpReg
SCLT1	Hsap_UpReg
SEC62	Hsap_UpReg
SETD4	Hsap_UpReg
SF3A3	Hsap_UpReg
SFPQ	Hsap_UpReg
SFSWAP	Hsap_UpReg
SGIP1	Hsap_UpReg
SHPRH	Hsap_UpReg
SIL1	Hsap_UpReg
SLC4A1AP	Hsap_UpReg
SLC6A15	Hsap_UpReg
SLCO1A2	Hsap_UpReg
SMARCA4	Hsap_UpReg
SMARCA5	Hsap_UpReg
SMARCC1	Hsap_UpReg
SMARCC2	Hsap_UpReg
SMIM14	Hsap_UpReg
SNAP25	Hsap_UpReg
SNW1	Hsap_UpReg
SOGA3	Hsap_UpReg
SOX5	Hsap_UpReg
SOX9	Hsap_UpReg
SPARC	Hsap_UpReg
SPG7	Hsap_UpReg
SPIRE2	Hsap_UpReg
SREK1	Hsap_UpReg
SRFBP1	Hsap_UpReg
SRPK2	Hsap_UpReg
SRRT	Hsap_UpReg
SRSF11	Hsap_UpReg
SSRP1	Hsap_UpReg
STAG1	Hsap_UpReg
SUPT5H	Hsap_UpReg
SUPT6H	Hsap_UpReg
TAF3	Hsap_UpReg
TATDN3	Hsap_UpReg
TBC1D15	Hsap_UpReg
TCF12	Hsap_UpReg
TCF25	Hsap_UpReg
TCHP	Hsap_UpReg
TCOF1	Hsap_UpReg
TDRD3	Hsap_UpReg
TEAD1	Hsap_UpReg
TFIP11	Hsap_UpReg
TGS1	Hsap_UpReg
THAP6	Hsap_UpReg
THOC1	Hsap_UpReg
THOC5	Hsap_UpReg
TIAM1	Hsap_UpReg
TIMELESS	Hsap_UpReg
TMEM150C	Hsap_UpReg
TMOD2	Hsap_UpReg
TNS1	Hsap_UpReg
TOP1	Hsap_UpReg
TOP2B	Hsap_UpReg
TPM2	Hsap_UpReg
TPM4	Hsap_UpReg
TPMT	Hsap_UpReg
TRAF3IP1	Hsap_UpReg
TRIM24	Hsap_UpReg
TRIM44	Hsap_UpReg
TRIP4	Hsap_UpReg
TRPM3	Hsap_UpReg
TRUB1	Hsap_UpReg
TTC1	Hsap_UpReg
TUBGCP5	Hsap_UpReg
TXLNA	Hsap_UpReg
TXNDC9	Hsap_UpReg
UBE2E2	Hsap_UpReg
UBE2K	Hsap_UpReg
UBTF	Hsap_UpReg
UBXN4	Hsap_UpReg
UPF2	Hsap_UpReg
UPF3A	Hsap_UpReg
USP37	Hsap_UpReg
UTP23	Hsap_UpReg
UVRAG	Hsap_UpReg
VRK2	Hsap_UpReg
WDR43	Hsap_UpReg
WDR70	Hsap_UpReg
WWOX	Hsap_UpReg
XPA	Hsap_UpReg
XPC	Hsap_UpReg
YAP1	Hsap_UpReg
YTHDC1	Hsap_UpReg
ZC3H15	Hsap_UpReg
ZC3H18	Hsap_UpReg
ZEB1	Hsap_UpReg
ZFR	Hsap_UpReg
ZMAT2	Hsap_UpReg
ZNF24	Hsap_UpReg
ZNF276	Hsap_UpReg
ZNF552	Hsap_UpReg
ZNF649	Hsap_UpReg
ZRANB1	Hsap_UpReg
ABCC10	Hsap_DownReg
ABHD6	Hsap_DownReg
ACADSB	Hsap_DownReg
AGO1	Hsap_DownReg
AGPAT5	Hsap_DownReg
AMBRA1	Hsap_DownReg
ANK3	Hsap_DownReg
ANKAR	Hsap_DownReg
ARHGAP33	Hsap_DownReg
ARHGAP35	Hsap_DownReg
ARID1B	Hsap_DownReg
ARID2	Hsap_DownReg
ATAT1	Hsap_DownReg
B4GALT3	Hsap_DownReg
BACH2	Hsap_DownReg
BOP1	Hsap_DownReg
BTBD3	Hsap_DownReg
C6orf136	Hsap_DownReg
CARD8	Hsap_DownReg
CARM1	Hsap_DownReg
CD46	Hsap_DownReg
CLDN11	Hsap_DownReg
COBL	Hsap_DownReg
CPPED1	Hsap_DownReg
CPSF4	Hsap_DownReg
CSAD	Hsap_DownReg
CSF1	Hsap_DownReg
DDX24	Hsap_DownReg
DDX39B	Hsap_DownReg
DHFR	Hsap_DownReg
DLC1	Hsap_DownReg
DMWD	Hsap_DownReg
DNMBP	Hsap_DownReg
DPH1	Hsap_DownReg
DTHD1	Hsap_DownReg
DVL3	Hsap_DownReg
EFS	Hsap_DownReg
EIF2B1	Hsap_DownReg
ELMO2	Hsap_DownReg
EXT2	Hsap_DownReg
EXTL3	Hsap_DownReg
FAM160A2	Hsap_DownReg
FAM171B	Hsap_DownReg
FAM208A	Hsap_DownReg
FAM214A	Hsap_DownReg
FBXL14	Hsap_DownReg
FGFR2	Hsap_DownReg
FNIP2	Hsap_DownReg
FOXO1	Hsap_DownReg
FURIN	Hsap_DownReg
GANC	Hsap_DownReg
GAS7	Hsap_DownReg
GCLC	Hsap_DownReg
GEMIN4	Hsap_DownReg
GLIPR2	Hsap_DownReg
GNPAT	Hsap_DownReg
GOLGA7	Hsap_DownReg
GRIK5	Hsap_DownReg
GRINA	Hsap_DownReg
GSTP1	Hsap_DownReg
GTF2H2C	Hsap_DownReg
H6PD	Hsap_DownReg
HEATR1	Hsap_DownReg
HECTD3	Hsap_DownReg
HECW2	Hsap_DownReg
HGSNAT	Hsap_DownReg
HIVEP3	Hsap_DownReg
HYAL2	Hsap_DownReg
ICK	Hsap_DownReg
IGSF11	Hsap_DownReg
IKZF4	Hsap_DownReg
ITGB8	Hsap_DownReg
KCNK1	Hsap_DownReg
KIAA0355	Hsap_DownReg
KIAA2026	Hsap_DownReg
KLHL32	Hsap_DownReg
LATS2	Hsap_DownReg
LRRTM2	Hsap_DownReg
MAML2	Hsap_DownReg
MFSD6	Hsap_DownReg
MLX	Hsap_DownReg
MTMR2	Hsap_DownReg
MYO19	Hsap_DownReg
NBEAL1	Hsap_DownReg
NCOA6	Hsap_DownReg
NDST1	Hsap_DownReg
NF1	Hsap_DownReg
NIPBL	Hsap_DownReg
NOD1	Hsap_DownReg
NUP214	Hsap_DownReg
OMG	Hsap_DownReg
OSGIN1	Hsap_DownReg
P4HTM	Hsap_DownReg
PANX1	Hsap_DownReg
PCDH9	Hsap_DownReg
PCDHB15	Hsap_DownReg
PDE8A	Hsap_DownReg
PDLIM3	Hsap_DownReg
PDZD7	Hsap_DownReg
PER1	Hsap_DownReg
PHC1	Hsap_DownReg
PI4KB	Hsap_DownReg
PLCL2	Hsap_DownReg
PLEKHA7	Hsap_DownReg
PPM1B	Hsap_DownReg
PPOX	Hsap_DownReg
PPP2R3A	Hsap_DownReg
PRDM4	Hsap_DownReg
PRRC2A	Hsap_DownReg
PTCH1	Hsap_DownReg
PTPRD	Hsap_DownReg
PTRH1	Hsap_DownReg
PURB	Hsap_DownReg
QRICH1	Hsap_DownReg
QSER1	Hsap_DownReg
RAD23A	Hsap_DownReg
RALGAPA1	Hsap_DownReg
RAPGEF5	Hsap_DownReg
RBM12	Hsap_DownReg
RPS6KA1	Hsap_DownReg
RPUSD4	Hsap_DownReg
RTN4	Hsap_DownReg
SALL1	Hsap_DownReg
SCAF4	Hsap_DownReg
SCAMP2	Hsap_DownReg
SH3BP4	Hsap_DownReg
SHF	Hsap_DownReg
SLC22A17	Hsap_DownReg
SLC24A2	Hsap_DownReg
SLC35B2	Hsap_DownReg
SLC37A4	Hsap_DownReg
SLC38A7	Hsap_DownReg
SLC44A2	Hsap_DownReg
SLC9A8	Hsap_DownReg
SLITRK5	Hsap_DownReg
SMG1	Hsap_DownReg
SNX14	Hsap_DownReg
SP2	Hsap_DownReg
ST18	Hsap_DownReg
STIL	Hsap_DownReg
SZT2	Hsap_DownReg
TCAP	Hsap_DownReg
TCF20	Hsap_DownReg
TET2	Hsap_DownReg
TIAL1	Hsap_DownReg
TM7SF2	Hsap_DownReg
TMEM131	Hsap_DownReg
TMEM132B	Hsap_DownReg
TONSL	Hsap_DownReg
TRADD	Hsap_DownReg
TRIP12	Hsap_DownReg
TRPT1	Hsap_DownReg
TTC30A	Hsap_DownReg
TUBB4A	Hsap_DownReg
URM1	Hsap_DownReg
USP19	Hsap_DownReg
USP31	Hsap_DownReg
USPL1	Hsap_DownReg
VPS52	Hsap_DownReg
WBP1	Hsap_DownReg
WBP1L	Hsap_DownReg
WDR20	Hsap_DownReg
WDR33	Hsap_DownReg
WDR62	Hsap_DownReg
WIPI2	Hsap_DownReg
ZBED5	Hsap_DownReg
ZFHX4	Hsap_DownReg
ZFPL1	Hsap_DownReg
ZFYVE1	Hsap_DownReg
ZFYVE16	Hsap_DownReg
ZKSCAN8	Hsap_DownReg
ZNF181	Hsap_DownReg
ZNF251	Hsap_DownReg
ZNF460	Hsap_DownReg
ZNF549	Hsap_DownReg
ZNF555	Hsap_DownReg
ZNF644	Hsap_DownReg
ZNF746	Hsap_DownReg
ZNF792	Hsap_DownReg
ABCA2	PanTro_UpReg
ABCC2	PanTro_UpReg
ABLIM3	PanTro_UpReg
ABTB1	PanTro_UpReg
ADAT2	PanTro_UpReg
ADD3	PanTro_UpReg
AGPAT3	PanTro_UpReg
AKAP3	PanTro_UpReg
ANKRD52	PanTro_UpReg
AQP6	PanTro_UpReg
ATMIN	PanTro_UpReg
BTBD11	PanTro_UpReg
C10orf90	PanTro_UpReg
C3orf20	PanTro_UpReg
CCS	PanTro_UpReg
CD300A	PanTro_UpReg
CILP	PanTro_UpReg
CNTNAP3	PanTro_UpReg
COL11A2	PanTro_UpReg
CRTC3	PanTro_UpReg
CTSO	PanTro_UpReg
CYBRD1	PanTro_UpReg
DAZAP1	PanTro_UpReg
DEF8	PanTro_UpReg
DNLZ	PanTro_UpReg
DRG2	PanTro_UpReg
DSEL	PanTro_UpReg
DUOXA1	PanTro_UpReg
DUSP28	PanTro_UpReg
ECM1	PanTro_UpReg
ELMSAN1	PanTro_UpReg
ERBB3	PanTro_UpReg
FAM131B	PanTro_UpReg
FAM206A	PanTro_UpReg
FBN1	PanTro_UpReg
FBXL7	PanTro_UpReg
FSTL5	PanTro_UpReg
FZD5	PanTro_UpReg
GPR89B	PanTro_UpReg
HBS1L	PanTro_UpReg
HECTD4	PanTro_UpReg
HEY2	PanTro_UpReg
HPS1	PanTro_UpReg
IVD	PanTro_UpReg
KANK1	PanTro_UpReg
KAZN	PanTro_UpReg
KIAA0930	PanTro_UpReg
KLHDC8A	PanTro_UpReg
LANCL2	PanTro_UpReg
LDB3	PanTro_UpReg
LIPA	PanTro_UpReg
LLGL1	PanTro_UpReg
MAPKBP1	PanTro_UpReg
MAU2	PanTro_UpReg
MFNG	PanTro_UpReg
MGAT4B	PanTro_UpReg
MOG	PanTro_UpReg
MYCBPAP	PanTro_UpReg
NCOA1	PanTro_UpReg
NELFA	PanTro_UpReg
NRP2	PanTro_UpReg
NSUN3	PanTro_UpReg
PARP8	PanTro_UpReg
PGBD2	PanTro_UpReg
PGM5	PanTro_UpReg
PRICKLE2	PanTro_UpReg
RASA4B	PanTro_UpReg
RGMB	PanTro_UpReg
RNASE1	PanTro_UpReg
RNF130	PanTro_UpReg
SAMD4B	PanTro_UpReg
SBF1	PanTro_UpReg
SCUBE2	PanTro_UpReg
SEMA3A	PanTro_UpReg
SERINC3	PanTro_UpReg
SHISA9	PanTro_UpReg
SLC6A20	PanTro_UpReg
SLFN5	PanTro_UpReg
SPNS1	PanTro_UpReg
STX16	PanTro_UpReg
SUGP2	PanTro_UpReg
TANGO2	PanTro_UpReg
TBC1D30	PanTro_UpReg
TDP1	PanTro_UpReg
TMEM231	PanTro_UpReg
TTLL11	PanTro_UpReg
TTYH1	PanTro_UpReg
TXLNB	PanTro_UpReg
TYSND1	PanTro_UpReg
UBR3	PanTro_UpReg
USP20	PanTro_UpReg
WDR6	PanTro_UpReg
WRNIP1	PanTro_UpReg
WWC2	PanTro_UpReg
XKR6	PanTro_UpReg
ZNF280D	PanTro_UpReg
ZNF619	PanTro_UpReg
ZNF784	PanTro_UpReg
ZNF839	PanTro_UpReg
AATF	PanTro_DownReg
ADAM8	PanTro_DownReg
ANK2	PanTro_DownReg
ANKRD24	PanTro_DownReg
APEH	PanTro_DownReg
BSDC1	PanTro_DownReg
C12orf29	PanTro_DownReg
CADM2	PanTro_DownReg
CCDC47	PanTro_DownReg
CNTLN	PanTro_DownReg
COL9A1	PanTro_DownReg
COL9A2	PanTro_DownReg
CRB2	PanTro_DownReg
DAAM1	PanTro_DownReg
DCP2	PanTro_DownReg
DENND2A	PanTro_DownReg
DIS3L2	PanTro_DownReg
DLL1	PanTro_DownReg
DROSHA	PanTro_DownReg
DXO	PanTro_DownReg
EBAG9	PanTro_DownReg
ELP2	PanTro_DownReg
ERC2	PanTro_DownReg
GON4L	PanTro_DownReg
HID1	PanTro_DownReg
ILDR2	PanTro_DownReg
KAT6B	PanTro_DownReg
KIAA1755	PanTro_DownReg
KIF13B	PanTro_DownReg
LONRF2	PanTro_DownReg
LRCH4	PanTro_DownReg
LRPAP1	PanTro_DownReg
MAGI2	PanTro_DownReg
MCCC1	PanTro_DownReg
MIA3	PanTro_DownReg
MORC3	PanTro_DownReg
MRAS	PanTro_DownReg
MYH14	PanTro_DownReg
NOM1	PanTro_DownReg
OGFRL1	PanTro_DownReg
POLM	PanTro_DownReg
RANBP1	PanTro_DownReg
RMDN2	PanTro_DownReg
RRP1B	PanTro_DownReg
SEPT7	PanTro_DownReg
SERINC1	PanTro_DownReg
SERPINE2	PanTro_DownReg
SH3RF1	PanTro_DownReg
SLC39A7	PanTro_DownReg
SNX29	PanTro_DownReg
SNX6	PanTro_DownReg
SPATS2L	PanTro_DownReg
SSR1	PanTro_DownReg
TK2	PanTro_DownReg
TNIK	PanTro_DownReg
TRAPPC10	PanTro_DownReg
USP22	PanTro_DownReg
UTP18	PanTro_DownReg
VSNL1	PanTro_DownReg
XRCC1	PanTro_DownReg
XRCC2	PanTro_DownReg
ZBTB11	PanTro_DownReg
ZDHHC14	PanTro_DownReg
ZFPM2	PanTro_DownReg
ABCA7	RheMac_UpReg
ABCA8	RheMac_UpReg
ABCD3	RheMac_UpReg
ACSM5	RheMac_UpReg
ADCY10	RheMac_UpReg
ADORA1	RheMac_UpReg
AHCTF1	RheMac_UpReg
AIG1	RheMac_UpReg
ALDH3B1	RheMac_UpReg
ALPK3	RheMac_UpReg
AMER2	RheMac_UpReg
AMOTL1	RheMac_UpReg
APBB1	RheMac_UpReg
ARFGAP2	RheMac_UpReg
ARHGAP23	RheMac_UpReg
ARID5B	RheMac_UpReg
ARL14EP	RheMac_UpReg
ASNSD1	RheMac_UpReg
ATG13	RheMac_UpReg
ATG16L2	RheMac_UpReg
ATP6V0D1	RheMac_UpReg
B4GALT4	RheMac_UpReg
B9D1	RheMac_UpReg
BAG5	RheMac_UpReg
BAG6	RheMac_UpReg
BAHD1	RheMac_UpReg
BLM	RheMac_UpReg
BMP1	RheMac_UpReg
BSN	RheMac_UpReg
BTBD16	RheMac_UpReg
C2CD3	RheMac_UpReg
C4A	RheMac_UpReg
CAD	RheMac_UpReg
CAMSAP1	RheMac_UpReg
CAPN5	RheMac_UpReg
CASKIN2	RheMac_UpReg
CATSPER2	RheMac_UpReg
CBR1	RheMac_UpReg
CBX7	RheMac_UpReg
CCDC107	RheMac_UpReg
CCDC88C	RheMac_UpReg
CCDC97	RheMac_UpReg
CD58	RheMac_UpReg
CDIPT	RheMac_UpReg
CDK2	RheMac_UpReg
CDON	RheMac_UpReg
CLIP4	RheMac_UpReg
COL12A1	RheMac_UpReg
COL4A2	RheMac_UpReg
COL5A2	RheMac_UpReg
CPD	RheMac_UpReg
CTDP1	RheMac_UpReg
CYP27A1	RheMac_UpReg
DCAF8	RheMac_UpReg
DCHS1	RheMac_UpReg
DCP1B	RheMac_UpReg
DDX17	RheMac_UpReg
DENND4B	RheMac_UpReg
DGKH	RheMac_UpReg
DGKZ	RheMac_UpReg
DHX36	RheMac_UpReg
DOCK10	RheMac_UpReg
DPYSL5	RheMac_UpReg
DSC3	RheMac_UpReg
DUSP7	RheMac_UpReg
E4F1	RheMac_UpReg
EDARADD	RheMac_UpReg
EFNA1	RheMac_UpReg
EHD2	RheMac_UpReg
ELOVL1	RheMac_UpReg
ENDOG	RheMac_UpReg
ENDOU	RheMac_UpReg
ENPP2	RheMac_UpReg
EPN1	RheMac_UpReg
ERCC6	RheMac_UpReg
ERLEC1	RheMac_UpReg
ERMAP	RheMac_UpReg
EXO5	RheMac_UpReg
EXTL2	RheMac_UpReg
EYA1	RheMac_UpReg
FADS1	RheMac_UpReg
FAIM	RheMac_UpReg
FAIM2	RheMac_UpReg
FAM171A1	RheMac_UpReg
FAM53C	RheMac_UpReg
FANCE	RheMac_UpReg
FANCG	RheMac_UpReg
FANCM	RheMac_UpReg
FARP2	RheMac_UpReg
FAT4	RheMac_UpReg
FLNB	RheMac_UpReg
FLRT1	RheMac_UpReg
FOXJ2	RheMac_UpReg
FRMD5	RheMac_UpReg
FRS3	RheMac_UpReg
FUS	RheMac_UpReg
FYCO1	RheMac_UpReg
GAPVD1	RheMac_UpReg
GATM	RheMac_UpReg
GNAZ	RheMac_UpReg
GORASP1	RheMac_UpReg
GPR89A	RheMac_UpReg
GRB10	RheMac_UpReg
GRIP1	RheMac_UpReg
GZF1	RheMac_UpReg
HDAC5	RheMac_UpReg
HEXB	RheMac_UpReg
HSPA14	RheMac_UpReg
IGSF10	RheMac_UpReg
IGSF8	RheMac_UpReg
ILK	RheMac_UpReg
INPP5F	RheMac_UpReg
INTS10	RheMac_UpReg
INTS6	RheMac_UpReg
IQCC	RheMac_UpReg
IQSEC1	RheMac_UpReg
ISOC1	RheMac_UpReg
ITFG2	RheMac_UpReg
JMJD8	RheMac_UpReg
KAT6A	RheMac_UpReg
KDM2A	RheMac_UpReg
KIAA1522	RheMac_UpReg
KIF21B	RheMac_UpReg
KIFC3	RheMac_UpReg
KLF11	RheMac_UpReg
KLHDC1	RheMac_UpReg
KLK6	RheMac_UpReg
KLKB1	RheMac_UpReg
LAMB2	RheMac_UpReg
LAMC3	RheMac_UpReg
LANCL1	RheMac_UpReg
LETM2	RheMac_UpReg
LETMD1	RheMac_UpReg
LIPE	RheMac_UpReg
LMCD1	RheMac_UpReg
LOXL3	RheMac_UpReg
MAB21L3	RheMac_UpReg
MAP3K4	RheMac_UpReg
MAP3K6	RheMac_UpReg
MAPRE2	RheMac_UpReg
MARCH8	RheMac_UpReg
MAST3	RheMac_UpReg
MBTD1	RheMac_UpReg
MED23	RheMac_UpReg
MED27	RheMac_UpReg
MED28	RheMac_UpReg
MED8	RheMac_UpReg
MEGF8	RheMac_UpReg
MEIS2	RheMac_UpReg
MEPCE	RheMac_UpReg
METTL16	RheMac_UpReg
METTL4	RheMac_UpReg
MGAT3	RheMac_UpReg
MLPH	RheMac_UpReg
MON1A	RheMac_UpReg
MRPL39	RheMac_UpReg
MTIF2	RheMac_UpReg
MTMR6	RheMac_UpReg
MUSK	RheMac_UpReg
MYH7B	RheMac_UpReg
N4BP1	RheMac_UpReg
NACAD	RheMac_UpReg
NAPEPLD	RheMac_UpReg
NEK8	RheMac_UpReg
NEK9	RheMac_UpReg
NEU1	RheMac_UpReg
NEU4	RheMac_UpReg
NEURL4	RheMac_UpReg
NFKBIZ	RheMac_UpReg
NOC4L	RheMac_UpReg
NRXN2	RheMac_UpReg
PAK4	RheMac_UpReg
PASK	RheMac_UpReg
PC	RheMac_UpReg
PCDH1	RheMac_UpReg
PCDH17	RheMac_UpReg
PDE4B	RheMac_UpReg
PEA15	RheMac_UpReg
PEX16	RheMac_UpReg
PGAM2	RheMac_UpReg
PGBD1	RheMac_UpReg
PIGP	RheMac_UpReg
PIGT	RheMac_UpReg
PIK3C2B	RheMac_UpReg
PLEKHG3	RheMac_UpReg
PLEKHM2	RheMac_UpReg
PLIN3	RheMac_UpReg
