Fstat_Species	Anova_Species	AnovaAdj_Species
ALDH7A1	42.2731629325876	7.04223983358858e-11	5.89576318868036e-07
ALDH8A1	9.85274383863174	0.000300263452435176	1
ALDOC	83.2124573620662	1.64991787849076e-15	1.38131124787246e-11
ALG1	41.0119259430528	1.0819943215492e-10	9.05845646000992e-07
ALG11	0.0308046358441057	0.969686370776213	1
ALG12	2.14906952502338	0.128950977940483	1
ALG2	30.4207704017586	5.85588633155616e-09	4.90254803677881e-05
ALG5	2.69501451535022	0.0789442163229832	1
ALG6	12.1593916990386	6.52592732459317e-05	0.54635063561494
ALG8	4.00221570303212	0.0254684034176083	1
ALG9	13.0155943316149	3.80274088623472e-05	0.31836546699557
ALK	33.7874742876241	1.51688184882219e-09	1.26993348383393e-05
ALKBH2	41.2498156347922	9.97146855082506e-11	8.34811347075074e-07
ALKBH4	1.18818965828539	0.314579373819044	1
ALKBH6	6.84274461417244	0.00262981962619783	1
ALKBH8	21.8516486144308	2.83012817061195e-07	0.00236938330443632
ALMS1	0.728602798859183	0.488444618473207	1
ALOXE3	57.8444535394929	6.4242222868142e-13	5.37835889852085e-09
ALPK3	190.33322498174	4.35065063946754e-22	3.64236471536222e-18
ALS2	77.6246234971704	5.36442955903982e-15	4.49110042682814e-11
ALS2CL	259.386078439712	1.00931626092868e-24	8.44999573649491e-21
ALS2CR12	123.739559464288	1.45412266808223e-18	1.21739149771844e-14
ALYREF	8.95350699103672	0.00056133828704708	1
AMBRA1	15.575814284576	8.16538900130744e-06	0.0683606367189459
AMD1	12.1048956991316	6.7572817019177e-05	0.56571962408455
AMDHD2	15.5414181582536	8.32996865991417e-06	0.0697384976208014
AMER2	7.12325167787166	0.00212798738721924	1
AMER3	24.5861113597784	7.59749622294012e-08	0.000636062383784546
AMFR	13.7454399457183	2.425011292086e-05	0.20302194537344
AMIGO1	19.1996035522657	1.09960838460467e-06	0.00920592139591031
AMMECR1L	2.49066460039889	0.0947366200624828	1
AMN1	52.1659431211356	3.17096677140186e-12	2.65473338101764e-08
AMOTL1	8.21770513625493	0.000949726594325232	1
AMOTL2	13.4037262910982	2.99008345610583e-05	0.25032978694518
AMPD2	97.6631300509611	1.02417928873814e-16	8.57442900531567e-13
AMPD3	70.7446854797851	2.51876568664736e-14	2.10871063286117e-10
AMPH	23.1174621650708	1.52430653412093e-07	0.00127614943036604
AMT	22.3299165002688	2.23541446844302e-07	0.0018714889929805
AMY2B	0.563152863658968	0.573553649349856	1
AMZ2	2.67369773062563	0.0804545314441975	1
ANAPC1	59.3276199306863	4.31411173657293e-13	3.61177434585885e-09
ANAPC10	0.477512530427841	0.623574513997468	1
ANAPC11	11.9037898687216	7.6880891912596e-05	0.643646827092254
ANAPC15	3.84696152357386	0.0290415584623	1
ANAPC16	78.2991564684154	4.63659510117715e-15	3.88175741870551e-11
ANAPC2	32.3970141880987	2.62292393486066e-09	2.19591191826534e-05
ANAPC4	2.99318139555798	0.0606673621961607	1
ANAPC5	7.07045835463463	0.00221414939360221	1
ANGEL1	8.71197305205718	0.000666156825682456	1
ANGEL2	27.4496898628474	2.07875391808044e-08	0.000174033278021694
ANK1	3.00093251737505	0.0602560535398742	1
ANK2	18.9330555286266	1.26645802452495e-06	0.0106027865813229
ANK3	71.0146612164687	2.36537383204989e-14	1.98029097219217e-10
ANKAR	4.47882583487628	0.0171043763265187	1
ANKDD1A	126.502233273073	9.69748487447171e-19	8.11873433690771e-15
ANKFY1	0.728619494204233	0.488436731082524	1
ANKH	4.29348714467047	0.0199508125634188	1
ANKHD1-EIF4EBP3	10.0568600361012	0.000261162333592311	1
ANKIB1	34.6861434627704	1.07250315230265e-09	8.97899639107781e-06
ANKMY1	6.88313794639358	0.0025505163820066	1
ANKMY2	6.37643025177496	0.00375688560842426	1
ANKRA2	0.450897566523486	0.640033639849188	1
ANKRD10	10.36200165122	0.000212351918297688	1
ANKRD11	8.92257812596955	0.000573736611937637	1
ANKRD13A	11.3644178107505	0.000109098582819967	0.913373335368766
ANKRD13B	5.07921031667779	0.0104657969448931	1
ANKRD13C	39.0139411287082	2.17537915250371e-10	1.82122742647611e-06
ANKRD13D	32.3031399944499	2.72309637042497e-09	2.27977628131979e-05
ANKRD16	23.8803171010695	1.05870526729518e-07	0.000886348049779524
ANKRD23	14.2662541606783	1.76908024488888e-05	0.148107398102097
ANKRD24	8.06296704332765	0.00106253800941335	1
ANKRD26	66.7906742739995	6.46037856183081e-14	5.40862893196475e-10
ANKRD27	15.1002282712356	1.07776807789903e-05	0.0902307434817072
ANKRD28	7.44569545266887	0.00167251929523424	1
ANKRD29	3.85717489062395	0.0287911007195162	1
ANKRD33B	4.75602015292812	0.0136146224248438	1
ANKRD34A	53.4538041576184	2.18455395585908e-12	1.82890857184522e-08
ANKRD34C	12.2283551533947	6.24497781005473e-05	0.522829542257782
ANKRD35	29.8402087653056	7.45740683405594e-09	6.24334100147164e-05
ANKRD36C	1104.00859095158	1.10516565706612e-37	9.25244688095755e-34
ANKRD40	43.9163345432616	4.0754302469244e-11	3.41195020272511e-07
ANKRD42	4.52316106975913	0.0164886772710523	1
ANKRD44	4.45091586759075	0.0175042722514757	1
ANKRD46	3.2662227194064	0.0478015240913785	1
ANKRD49	69.4412242031716	3.42034387087516e-14	2.86351188869668e-10
ANKRD50	1.52021101536804	0.230184953706917	1
ANKRD52	50.3066753796621	5.49393185479139e-12	4.59951974883135e-08
ANKRD54	23.851538819937	1.07324356561657e-07	0.000898519513134195
ANKRD6	15.0606385958568	1.103140354516e-05	0.0923549104800794
ANKS1A	37.8790108513066	3.26827261607077e-10	2.73619783417445e-06
ANKS1B	18.3874554278538	1.69607773215142e-06	0.0141995627735717
ANKS3	12.8258507821342	4.2812315593077e-05	0.358424706145241
ANKS6	12.5777998254538	5.00366950319376e-05	0.418907210807381
ANKZF1	207.463058206197	8.17467353929408e-23	6.843836687097e-19
ANLN	11.2503070641492	0.000117569940575121	0.984295542494915
ANO1	13.9310214438557	2.16609710760147e-05	0.181345649848395
ANO10	9.0230119058481	0.00053448815784502	1
ANO3	0.721511940676051	0.491806636835238	1
ANO4	1.89429355469471	0.162765846650497	1
ANO5	9.92422389851764	0.000285916249197358	1
ANO6	3.82250884922781	0.029650509422659	1
ANP32A	8.21647096992394	0.000950574989928435	1
ANP32B	26.9889250319752	2.54748672746802e-08	0.000213275588823623
ANP32E	93.5765584327628	2.16874898641173e-16	1.8156766514239e-12
ANTXR1	21.2077300141189	3.90424788578682e-07	0.00326863632998072
ANTXR2	1.97909957338714	0.150583011684986	1
ANXA4	6.56734321945832	0.00324413427822509	1
ANXA5	15.0980941588227	1.0791200950352e-05	0.0903439343563472
ANXA6	10.6193351366853	0.000178626599175686	1
ANXA7	35.4777626236411	7.93891166343032e-10	6.64645684462387e-06
AOC2	14.1582068579325	1.88798107717864e-05	0.158061775781396
AOC3	20.8747845429692	4.61971914202988e-07	0.00386762886570741
AP1B1	11.7975593084051	8.23304072440247e-05	0.689270169446975
AP1G1	10.352125599915	0.000213772023079247	1
AP1G2	39.5525987511101	1.79799119643682e-10	1.50527822965691e-06
AP1M1	3.69633142426225	0.0330122157010385	1
AP1S1	4.56497505867616	0.0159292248942852	1
AP1S3	217.557423263809	3.23317235044554e-23	2.706811891793e-19
AP2A1	35.2071153809359	8.79466776188348e-10	7.36289585024885e-06
AP2B1	0.202099860497695	0.817784926766826	1
AP2M1	28.4522280293813	1.34430345224237e-08	0.000112545085021731
AP2S1	0.913485976764172	0.408765864757155	1
AP3B1	54.2415133900167	1.74480280346076e-12	1.46074890705735e-08
AP3B2	11.7018503979687	8.75866040554757e-05	0.733275049152442
AP3D1	27.004369507053	2.53010368172559e-08	0.000211820280234067
AP3M1	1.81086500885254	0.175760595624215	1
AP3M2	4.94603851447605	0.0116593255137255	1
AP4B1	6.56677343355188	0.00324555055087652	1
AP4E1	3.0746098152068	0.0564890565170247	1
AP4S1	14.763101026581	1.31501492071318e-05	0.110093049162108
AP5B1	5.63402006184414	0.00671232289899291	1
AP5M1	2.55567826388629	0.0893816456351567	1
AP5Z1	6.55168189130261	0.00328329892077565	1
APAF1	1.04654960184127	0.359919161472861	1
APBA1	9.52318380064324	0.000376851303363491	1
APBA2	26.546092674385	3.1029750475753e-08	0.000259781070983004
APBA3	4.22592411886642	0.0211081769165795	1
APBB1	14.9621246514211	1.16902689368008e-05	0.0978709315388967
APBB1IP	37.9372109356682	3.20015351037721e-10	2.6791685188878e-06
APBB2	14.0523134425265	2.01264771850294e-05	0.168498866993067
APC	34.0302374374296	1.38051771414262e-09	1.1557694302802e-05
APC2	28.6706563866465	1.22392992743692e-08	0.000102467413525019
APEH	32.2354887195418	2.79776363851532e-09	2.34228771816502e-05
APEX1	4.19084702280168	0.0217365588425609	1
APH1A	28.7681469516234	1.17389716564261e-08	9.82786707075991e-05
APH1B	1.94916497908034	0.154770494969041	1
API5	0.152374004671386	0.859128657231093	1
APLF	8.14885269562156	0.000998291106016256	1
APLP1	3.45592637349131	0.0405688251634261	1
APLP2	6.98324807885261	0.00236457106506576	1
APOL5	228.045378312615	1.28443453071876e-23	1.07532858911774e-19
APP	14.9414525110187	1.18336790934209e-05	0.0990715613701199
APPBP2	7.14066228259754	0.00210034761226253	1
APPL1	1.73959779103801	0.187720554564919	1
APPL2	21.560463283663	3.271409271304e-07	0.00273882384193571
APTX	10.933561002903	0.000144891281849153	1
AQR	18.4284220188153	1.65905477706928e-06	0.013889606593624
ARAP1	12.3304239012625	5.85217004175499e-05	0.489943675895728
ARAP2	38.31865728683	2.7889368992851e-10	2.33489797208149e-06
ARAP3	75.0645313762042	9.41559322940808e-15	7.88273465166045e-11
ARC	35.0543389457236	9.31985993482418e-10	7.8025867374348e-06
ARCN1	6.28773721884222	0.00402330955876836	1
AREL1	15.559743982232	8.24185501403931e-06	0.0690008101775371
ARF5	10.102615709033	0.000253152220230823	1
ARF6	17.1945614116371	3.25801760201971e-06	0.027276123364109
ARFGAP1	6.62825583705214	0.00309639682381373	1
ARFGAP2	73.2351571468531	1.42048457188433e-14	1.18922968358156e-10
ARFGAP3	15.1365247158377	1.05504278920381e-05	0.0883281823121433
ARFGEF1	11.2430797378154	0.000118129151660757	0.988977257703858
ARFGEF2	5.52233642043247	0.00733473812957405	1
ARFIP2	10.8664569190704	0.000151488941511878	1
ARFRP1	23.5633784960476	1.23088164011389e-07	0.00103049410910335
ARG2	2.94363727838084	0.0633667642923048	1
ARHGAP1	53.6043948117839	2.09228982455648e-12	1.75166504111868e-08
ARHGAP10	8.07032146866593	0.00105687080503451	1
ARHGAP11A	9.12670248653306	0.000496903131632061	1
ARHGAP12	8.88574433704207	0.000588876849179407	1
ARHGAP17	10.0248789873747	0.000266918197250406	1
ARHGAP18	138.407895088103	1.83748539902736e-19	1.53834277606571e-15
ARHGAP19-SLIT1	11.4662342323123	0.000102078922433216	0.854604738610888
ARHGAP20	47.1165425924281	1.4595097984566e-11	1.22190160326786e-07
ARHGAP21	64.6154437003362	1.10454763763167e-13	9.24727282225238e-10
ARHGAP22	2.65272347717606	0.0819701143124281	1
ARHGAP23	76.8603731310614	6.33568075074787e-15	5.30423192452611e-11
ARHGAP26	14.9339916573003	1.18858888712033e-05	0.0995086616297139
ARHGAP27	64.5011910180719	1.13652992225488e-13	9.51502850911785e-10
ARHGAP29	87.0568721195211	7.59966552331954e-16	6.36243997612312e-12
ARHGAP31	8.25995944086949	0.000921152820067761	1
ARHGAP32	64.3218469313126	1.18870194279436e-13	9.95181266507438e-10
ARHGAP33	178.702066561049	1.4650516357149e-21	1.22654122942051e-17
ARHGAP35	127.618785016881	8.25051813896199e-19	6.90733378593898e-15
ARHGAP44	0.877339397267704	0.423199589241732	1
ARHGAP5	1.04717626827566	0.359704148837165	1
ARHGDIG	4.23759965201241	0.0209032590851835	1
ARHGEF1	14.3971097948534	1.63549038607369e-05	0.13692325512209
ARHGEF10	12.410602681535	5.56177553353958e-05	0.465631847667934
ARHGEF10L	4.69020480912226	0.0143694667969918	1
ARHGEF11	1.16023231932923	0.323030247238602	1
ARHGEF12	59.1584794118721	4.51285350324825e-13	3.77816095291943e-09
ARHGEF17	25.0627251486344	6.08977856919455e-08	0.000509836261812968
