Gene	Estimate_HsapVsPanTro	Pval_HsapVsPanTro	FDR_HsapVsPanTro	Estimate_HsapVsRheMac	Pval_HsapVsRheMac	FDR_HsapVsRheMac	Estimate_PanTroVsRheMac	Pval_PanTroVsRheMac	FDR_PanTroVsRheMac	Fstat_Species	Anova_Species	AnovaAdj_Species
1	A2M	-1.30082116345747	0.0709012947332428	0.143511054399817	-0.161796315668948	0.840979451631997	0.88462566499762	0.957069172259629	0.36824020777649	0.487718285001798	1.97833809411661	0.155377888368629	1
2	AAAS	-0.167878999666276	0.628911138050689	0.737599783379338	1.00082405328886	0.00587924807513107	0.0130305234382852	1.41242935740971	3.28159721618704e-12	4.60275973179481e-11	8.43130039707535	0.00119169110679671	1
3	AACS	0.782864976401493	0.00317771265796685	0.011215456439883	0.391589375647919	0.184187511576311	0.260467188087713	-0.514912569830184	0.214016338328771	0.321470994986193	2.26451824290562	0.120798930595185	1
4	AADAT	-0.964482001152817	0.0186768310995922	0.0485713254602397	1.09652258272809	0.0203918308395767	0.0391076207882294	1.91283529149185	1.02534622747896e-05	5.31661006840944e-05	9.34020554097547	0.000668707128058359	1
5	AAK1	-0.298536092639032	0.0111403519856748	0.0317336326344013	-0.793193597355408	1.83437709466716e-11	1.71632312322819e-10	-0.505943416986229	0.00887261043245302	0.0229715530374469	17.7268439272434	7.36309499147965e-06	0.0556649981355861
6	AAR2	-1.28563798420301	0.000725968504087682	0.00319274106509766	-1.27118243804427	0.00637777855488308	0.013983760404558	0.0745598636682896	0.816598649599485	0.877073394137701	17.56982013965	7.92406286004504e-06	0.0599059152219405
7	AARS	0.928091701099513	1.57982053972106e-06	1.33148754518296e-05	1.3231160804771	1.88374071896646e-09	1.3550028387618e-08	0.559020168922713	0.0548764284893104	0.106896624421331	18.1413916928203	6.07568208427614e-06	0.0459321565571276
8	AARS2	0.196905306147676	0.555217156197618	0.680629430980053	0.311859366394315	0.32017020252567	0.410182465869186	0.361065990128583	0.366253953585565	0.485853639078237	0.855000495334914	0.43506847610457	1
9	AASDH	-0.255047472459467	0.424983512826756	0.5630504963809	-0.575554307866521	0.0886944322716379	0.140690287027609	-0.381633874724104	0.303442967141464	0.420768311003205	1.66036157384233	0.206529260338387	1
10	AASDHPPT	-0.425506226272988	0.166718079784791	0.280192961695033	-0.372866630323142	0.24352878824011	0.328177832280789	0.0498022565896026	0.866873026942877	0.910469586508496	2.43589145327811	0.104096309792077	1
11	AASS	-0.564555773284618	0.0168845858730058	0.0447414893795737	0.610415563066009	0.014975675994706	0.029743358076679	0.971805669602551	1.00951508041902e-07	7.6472284648976e-07	7.10328924335557	0.0028872265488488	1
12	AATF	2.0863311591807	2.00277394668547e-08	2.39951997415881e-07	0.482457296559244	0.144371804457422	0.212427178220731	-1.34323192664533	0.00906906010321196	0.0234092682595415	23.6242965478047	5.85086287815631e-07	0.00442325233588617
13	AATK	0.357831713026625	0.129864446842723	0.230842985687982	0.794051724050077	0.00115508105563689	0.00301846276550807	0.123934381575799	0.671846547035081	0.762064500462897	4.97506434782698	0.0133705586796383	1
14	ABAT	0.546476383869076	0.00402319001805562	0.0137253233467963	0.791895429666902	5.79812952858916e-05	0.00019727209377198	0.324942932493964	0.254842579524863	0.367458451181762	14.7069728224884	3.22462819259284e-05	0.243781891360019
15	ABCA1	0.887825799962544	0.0119573478376471	0.0337430196538306	-0.220235310194747	0.340125528417446	0.43150679557575	-0.752144267526705	0.0314469006686071	0.0671767643556569	5.12963562428259	0.0118993211224447	1
16	ABCA10	-4.98603195632045	0	0	1.05613732759194	0.0407008514861023	0.0718753649228996	6.47690071017371	0	0	101.03103614793	2.63206370763514e-14	1.98984016297216e-10
17	ABCA2	-0.639404914047754	0.00201538476028507	0.00764874939144332	0.302547362536021	0.14378563756794	0.211729532530898	1.06985567481738	1.29035915286124e-09	1.33084791209154e-08	48.2022939237862	3.06011474844436e-10	2.31344674982393e-06
18	ABCA3	-0.130948011599044	0.58015869372414	0.700638933634903	0.3647333092633	0.120432507764117	0.182166818466732	0.528413712699017	0.167020101348434	0.263550817406421	7.7147905238669	0.0019089185527162	1
19	ABCA5	-0.279677165741767	0.119838390951732	0.217444502346806	1.3245528421554	4.76414463435049e-11	4.22238375564944e-10	1.58913548478953	1.77857040206675e-09	1.80725702145492e-08	42.3653280831864	1.35723738730539e-09	1.02607146480288e-05
20	ABCA7	-0.374151641913816	0.470037163191432	0.603307462432467	-3.07670002413825	2.07706740695812e-09	1.48699143907229e-08	-2.49437092598483	2.97764590762029e-08	2.4656082214249e-07	43.1942945223689	1.08869210510429e-09	8.23051231458841e-06
21	ABCA8	0.117976125303195	0.515002071858972	0.646961725366206	-1.04906930469257	1.86702674209727e-07	9.85664956023417e-07	-1.2712890029343	0	0	39.4346037527378	3.03758458026449e-09	2.29641394267996e-05
22	ABCA9	-0.558342206715505	0.191688841088142	0.310846769332122	3.60120519996095	0	0	4.31508450144864	2.64899213675562e-13	4.1984026318391e-12	72.8402410642059	1.92611995711039e-12	1.45614668757545e-08
23	ABCB6	-1.77364204023228	3.24254272656699e-05	0.00020159229451354	-0.80261072707914	0.0887210129178431	0.140702927975434	0.617008846461607	0.223731244251302	0.332504701673134	7.41596281375182	0.00233346147219132	1
24	ABCB9	-0.00018063147092059	0.999673620987533	0.999673620987533	0.924170459165431	0.0471910429395455	0.081751669253658	0.893005612240609	0.00232212825591116	0.00710310298547745	4.67684050657103	0.0167848446479712	1
