Gene	Class
PANK3	NeuN
PARP16	NeuN
PAWR	NeuN
PDLIM7	NeuN
PDS5A	NeuN
PDXK	NeuN
PEAK1	NeuN
PHTF2	NeuN
PICK1	NeuN
PINK1	NeuN
PITPNM2	NeuN
PKM	NeuN
PLCB1	NeuN
PLXNB2	NeuN
PMS2	NeuN
PNPLA6	NeuN
PODXL	NeuN
POLN	NeuN
POLR3H	NeuN
PPA2	NeuN
PPIH	NeuN
PPP1R3E	NeuN
PPP5C	NeuN
PRELID2	NeuN
PRICKLE4	NeuN
PRKAA1	NeuN
PRKCA	NeuN
PRKCB	NeuN
PRKCD	NeuN
PRKD2	NeuN
PRMT8	NeuN
PRR4	NeuN
PSMB1	NeuN
PSMB2	NeuN
PSMG4	NeuN
PTBP3	NeuN
PTK2	NeuN
PXDN	NeuN
QRICH2	NeuN
R3HDM2	NeuN
RABEPK	NeuN
RAD18	NeuN
RALYL	NeuN
RASSF4	NeuN
RBM28	NeuN
RDH11	NeuN
REC8	NeuN
REEP2	NeuN
REL	NeuN
RELA	NeuN
RFK	NeuN
RFX3	NeuN
RGS11	NeuN
RNASET2	NeuN
RNF103	NeuN
RNF123	NeuN
RNF144A	NeuN
RPL19	NeuN
RPL5	NeuN
RPL7	NeuN
RPS6	NeuN
RPS6KA2	NeuN
RUVBL1	NeuN
SCAI	NeuN
SCARB1	NeuN
SEC16B	NeuN
SEC22C	NeuN
SECISBP2	NeuN
SENP7	NeuN
SERPINB6	NeuN
SH3BP5	NeuN
SIRT3	NeuN
SLC15A2	NeuN
SLC30A9	NeuN
SLC35E1	NeuN
SLC38A6	NeuN
SLC41A3	NeuN
SLC7A6OS	NeuN
SNRNP35	NeuN
SNRPN	NeuN
SNX30	NeuN
SNX5	NeuN
SOAT1	NeuN
SORBS3	NeuN
SP140	NeuN
SPATA20	NeuN
SPIRE2	NeuN
SPTB	NeuN
SPTSSB	NeuN
SRFBP1	NeuN
SRGAP1	NeuN
SRP9	NeuN
SRRM1	NeuN
SSR3	NeuN
STAT4	NeuN
STAT6	NeuN
STK25	NeuN
STK36	NeuN
STPG1	NeuN
STX2	NeuN
STX7	NeuN
STXBP3	NeuN
SUGP2	NeuN
SVIP	NeuN
SYCP2L	NeuN
TADA2A	NeuN
TAF13	NeuN
TAOK3	NeuN
TBC1D32	NeuN
TIMM44	NeuN
TJP2	NeuN
TM2D3	NeuN
TMA16	NeuN
TMED10	NeuN
TMEM108	NeuN
TMEM167A	NeuN
TMEM178A	NeuN
TMEM200C	NeuN
TMEM44	NeuN
TMEM59	NeuN
TMOD3	NeuN
TNKS2	NeuN
TPGS1	NeuN
TPM2	NeuN
TPM3	NeuN
TPM4	NeuN
TPRKB	NeuN
TRA2B	NeuN
TRABD2A	NeuN
TRAPPC13	NeuN
TRAPPC3	NeuN
TRIM2	NeuN
TRIM35	NeuN
TRIM37	NeuN
TRIM7	NeuN
TRMT1	NeuN
TRMT13	NeuN
TSC1	NeuN
TSPAN14	NeuN
TTC3	NeuN
TTLL5	NeuN
TXNDC16	NeuN
UBLCP1	NeuN
UBXN11	NeuN
UHMK1	NeuN
UPP1	NeuN
UQCC1	NeuN
UQCC2	NeuN
URI1	NeuN
VPS26A	NeuN
VPS45	NeuN
VSIG10	NeuN
VSTM4	NeuN
WDPCP	NeuN
WDR27	NeuN
WDR31	NeuN
WDR61	NeuN
WDR75	NeuN
WDR91	NeuN
WIPI1	NeuN
WNT2B	NeuN
WSB1	NeuN
YARS	NeuN
YWHAQ	NeuN
ZBTB25	NeuN
ZC3H8	NeuN
ZDHHC13	NeuN
ZER1	NeuN
ZFP41	NeuN
ZKSCAN3	NeuN
ZMIZ2	NeuN
ZNF101	NeuN
ZNF133	NeuN
ZNF154	NeuN
ZNF189	NeuN
ZNF248	NeuN
ZNF250	NeuN
ZNF397	NeuN
ZNF432	NeuN
ZNF470	NeuN
ZNF496	NeuN
ZNF506	NeuN
ZNF552	NeuN
ZNF594	NeuN
ZNF641	NeuN
ZNF680	NeuN
ZNF704	NeuN
ZNF71	NeuN
ZNF789	NeuN
ZNF793	NeuN
ZSWIM7	NeuN
ABCA7	OLIG2
ABCA8	OLIG2
ABCD3	OLIG2
ACSM5	OLIG2
ADCY10	OLIG2
ADORA1	OLIG2
AHCTF1	OLIG2
AIG1	OLIG2
ALDH3B1	OLIG2
ALPK3	OLIG2
AMER2	OLIG2
AMOTL1	OLIG2
APBB1	OLIG2
ARFGAP2	OLIG2
ARHGAP23	OLIG2
ARID5B	OLIG2
ARL14EP	OLIG2
ASNSD1	OLIG2
ATG13	OLIG2
ATG16L2	OLIG2
ATP6V0D1	OLIG2
B4GALT4	OLIG2
B9D1	OLIG2
BAG5	OLIG2
BAG6	OLIG2
BAHD1	OLIG2
BLM	OLIG2
BMP1	OLIG2
BSN	OLIG2
BTBD16	OLIG2
C2CD3	OLIG2
C4A	OLIG2
CAD	OLIG2
CAMSAP1	OLIG2
CAPN5	OLIG2
CASKIN2	OLIG2
CATSPER2	OLIG2
CBR1	OLIG2
CBX7	OLIG2
CCDC107	OLIG2
CCDC88C	OLIG2
CCDC97	OLIG2
CD58	OLIG2
CDIPT	OLIG2
CDK2	OLIG2
CDON	OLIG2
CLIP4	OLIG2
COL12A1	OLIG2
COL4A2	OLIG2
COL5A2	OLIG2
CPD	OLIG2
CTDP1	OLIG2
CYP27A1	OLIG2
DCAF8	OLIG2
DCHS1	OLIG2
DCP1B	OLIG2
